kcgd_n X,kcgd_n Y
9.931092e-07,-6.758761419458344e-10
1e-06,-6.712529493599861e-10
1.006939e-06,-6.666612192285225e-10
1.020961e-06,-6.575713192682246e-10
1.035178e-06,-6.486048022392661e-10
1.049593e-06,-6.397600463689524e-10
1.064209e-06,-6.310354467104508e-10
1.079029e-06,-6.224294150247407e-10
1.094055e-06,-6.139403830300371e-10
1.10929e-06,-6.055682968462612e-10
1.124737e-06,-5.973085037697818e-10
1.1404e-06,-5.891611158940629e-10
1.15628e-06,-5.811246345015979e-10
1.172382e-06,-5.731975773711176e-10
1.188708e-06,-5.653784801092035e-10
1.205261e-06,-5.57665896803207e-10
1.222045e-06,-5.500583978678288e-10
1.239062e-06,-5.425545721302915e-10
1.256317e-06,-5.351530251856523e-10
1.273811e-06,-5.27852379637379e-10
1.29155e-06,-5.206512760862195e-10
1.309535e-06,-5.135483719925137e-10
1.327771e-06,-5.065423410727567e-10
1.346261e-06,-4.996318746179198e-10
1.365008e-06,-4.928156800715754e-10
1.384016e-06,-4.86092482250792e-10
1.403289e-06,-4.79461021635444e-10
1.42283e-06,-4.729200552148359e-10
1.442644e-06,-4.664683558956894e-10
1.462733e-06,-4.601047129170316e-10
1.483103e-06,-4.53827931263396e-10
1.503755e-06,-4.476368314406894e-10
1.524696e-06,-4.415302495522684e-10
1.545928e-06,-4.355070373389422e-10
1.567455e-06,-4.295660610978163e-10
1.589283e-06,-4.237062026023978e-10
1.611414e-06,-4.179263588241947e-10
1.633854e-06,-4.122254404165367e-10
1.656606e-06,-4.066023735857684e-10
1.679675e-06,-4.01056098323329e-10
1.703065e-06,-3.955855689660478e-10
1.726781e-06,-3.901897537488481e-10
1.750827e-06,-3.841125770867776e-10
1.775208e-06,-3.789196569578495e-10
1.799929e-06,-3.737945279341012e-10
1.824993e-06,-3.687364556677944e-10
1.850407e-06,-3.637447059942754e-10
1.876175e-06,-3.588185456834845e-10
1.902301e-06,-3.539572416528825e-10
1.928792e-06,-3.491600632094415e-10
1.955651e-06,-3.444262805087767e-10
1.982884e-06,-3.397551661707431e-10
2.010496e-06,-3.351459948740371e-10
2.038493e-06,-3.30598044012024e-10
2.06688e-06,-3.261467397438536e-10
2.095662e-06,-3.217176973285926e-10
2.124845e-06,-3.173477696316765e-10
2.154435e-06,-3.130450844322886e-10
2.184436e-06,-3.08791270244908e-10
2.214855e-06,-3.04594451796835e-10
2.245698e-06,-3.004539313725774e-10
2.27697e-06,-2.963690158212327e-10
2.308678e-06,-2.923390163846067e-10
2.340827e-06,-2.883632496720428e-10
2.373424e-06,-2.844410371944824e-10
2.406475e-06,-2.805717057955908e-10
2.439986e-06,-2.767545876938582e-10
2.473964e-06,-2.72989020531678e-10
2.508415e-06,-2.692743478551282e-10
2.543346e-06,-2.656099187010059e-10
2.578763e-06,-2.619950880640679e-10
2.614673e-06,-2.584292171044803e-10
2.651084e-06,-2.549116764779149e-10
2.688001e-06,-2.514418354930694e-10
2.725433e-06,-2.480190730169804e-10
2.763385e-06,-2.446427745600405e-10
2.801867e-06,-2.413123322590478e-10
2.840884e-06,-2.3802714432947e-10
2.880444e-06,-2.347866155743559e-10
2.920556e-06,-2.315901570281003e-10
2.961225e-06,-2.284371862677536e-10
3.002462e-06,-2.25327127302757e-10
3.044272e-06,-2.222594105523672e-10
3.086665e-06,-2.192334729655642e-10
3.129648e-06,-2.162487578451336e-10
3.17323e-06,-2.13304715162807e-10
3.217418e-06,-2.104008011719703e-10
3.262222e-06,-2.075364786443675e-10
3.30765e-06,-2.047112167582444e-10
3.35371e-06,-2.019244911177808e-10
3.400412e-06,-1.991757836475673e-10
3.447764e-06,-1.964645827235538e-10
3.495776e-06,-1.937903830018734e-10
3.544456e-06,-1.911526853209856e-10
3.593814e-06,-1.885509969246682e-10
3.643859e-06,-1.859848311870793e-10
3.694601e-06,-1.834537076680751e-10
3.74605e-06,-1.809571519609845e-10
3.798215e-06,-1.784946958823791e-10
3.851106999999999e-06,-1.760658771252372e-10
3.904735e-06,-1.736702393988719e-10
3.95911e-06,-1.713073324103576e-10
4.014242e-06,-1.689767115892899e-10
4.070141999999999e-06,-1.666779382532832e-10
4.126820999999999e-06,-1.644105794626721e-10
4.184289e-06,-1.621742080040317e-10
4.242556e-06,-1.599684022180608e-10
4.301636e-06,-1.577927461000247e-10
4.361538e-06,-1.556468290929487e-10
4.422274e-06,-1.535302461105745e-10
4.483856e-06,-1.514425975481103e-10
4.546295e-06,-1.493834889890469e-10
4.609604e-06,-1.473525314243085e-10
4.673795e-06,-1.453493409662783e-10
4.73888e-06,-1.433735388983373e-10
4.80487e-06,-1.411591207727939e-10
4.87178e-06,-1.392576930094179e-10
4.939621999999999e-06,-1.37381081176159e-10
5.008408e-06,-1.355290186985108e-10
5.078152e-06,-1.337012389182118e-10
5.148867e-06,-1.318974751775129e-10
5.220568e-06,-1.301174610560493e-10
5.293266e-06,-1.28360930469746e-10
5.366977e-06,-1.266276177247547e-10
5.441714e-06,-1.2491725782795e-10
5.517492e-06,-1.232295864129946e-10
5.594325999999999e-06,-1.215643399703997e-10
5.672229e-06,-1.199212559312597e-10
5.751216999999999e-06,-1.183000728118179e-10
5.831305e-06,-1.167005302295457e-10
5.912508e-06,-1.151223691012114e-10
5.994843e-06,-1.135653316531622e-10
6.078322999999999e-06,-1.120291615492856e-10
6.162966e-06,-1.10513603973454e-10
6.248788e-06,-1.090184057081162e-10
6.335804999999999e-06,-1.075433151922204e-10
6.424033999999999e-06,-1.060880826267176e-10
6.513491e-06,-1.046524599598177e-10
6.604194e-06,-1.03236201050799e-10
6.696159999999999e-06,-1.018390616493228e-10
6.789407e-06,-1.004607995000899e-10
6.883951999999999e-06,-9.910117435089762e-11
6.979814e-06,-9.775994801915212e-11
7.077010999999999e-06,-9.643688442507231e-11
7.175561e-06,-9.513174962320844e-11
7.275484e-06,-9.384431187027269e-11
7.376798e-06,-9.258968971038601e-11
7.479523e-06,-9.133543517624054e-11
7.583678e-06,-9.009833636370746e-11
7.689283999999999e-06,-8.887815861230368e-11
7.796359999999999e-06,-8.767467049085827e-11
7.904927999999999e-06,-8.648764368400504e-11
8.015006999999999e-06,-8.531685303778997e-11
8.126619e-06,-8.416207644957726e-11
8.239786e-06,-8.302309482914601e-11
8.354527999999999e-06,-8.189969211860874e-11
8.470868e-06,-8.079165515331514e-11
8.588829000000001e-06,-7.969877373133217e-11
8.708430999999999e-06,-7.862084048889488e-11
8.829700000000001e-06,-7.755765090262585e-11
8.952657000000001e-06,-7.650900321903826e-11
9.077326999999999e-06,-7.547469847203206e-11
9.203732000000001e-06,-7.445454038108642e-11
9.331898000000001e-06,-7.344833536900804e-11
9.461847999999999e-06,-7.245589248164144e-11
9.593607999999999e-06,-7.147702338136134e-11
9.727202999999999e-06,-7.051154229417573e-11
9.862658e-06,-6.955926598126678e-11
9.999999999999999e-06,-6.8620013710471e-11
1.013925e-05,-6.769360718832103e-11
1.028045e-05,-6.677987067081595e-11
1.042361e-05,-6.587863061714668e-11
1.056876e-05,-6.498971602234582e-11
1.071593e-05,-6.411295809983285e-11
1.086516e-05,-6.324819046681832e-11
1.101646e-05,-6.239524896273901e-11
1.116987e-05,-6.155397170830443e-11
1.132541e-05,-6.07241988881079e-11
1.148312e-05,-5.990577302477451e-11
1.164303e-05,-5.909853880749814e-11
1.180517e-05,-5.830234289436284e-11
1.196956e-05,-5.751703421390383e-11
1.213624e-05,-5.674246357345018e-11
1.230524e-05,-5.59784839497853e-11
1.24766e-05,-5.522495025341194e-11
1.265034e-05,-5.448171950576669e-11
1.28265e-05,-5.374865045102379e-11
1.300511e-05,-5.302560402464475e-11
1.318621e-05,-5.231244285100213e-11
1.336984e-05,-5.160903149661842e-11
1.355602e-05,-5.091523646029286e-11
1.374479e-05,-5.023092591031839e-11
1.393619e-05,-4.955596998195816e-11
1.413026e-05,-4.889024041559223e-11
1.432703e-05,-4.823361087410889e-11
1.452654e-05,-4.758595656664218e-11
1.472883e-05,-4.694715455150885e-11
1.493393e-05,-4.631708350363521e-11
1.514189e-05,-4.569562375096514e-11
1.535275e-05,-4.508265724511074e-11
1.556654e-05,-4.447806761739192e-11
1.578331e-05,-4.38817399785947e-11
1.60031e-05,-4.329356111715848e-11
1.622595e-05,-4.271341930376378e-11
1.645191e-05,-4.214120432348794e-11
1.668101e-05,-4.157680752480655e-11
1.69133e-05,-4.102012166874399e-11
1.714882e-05,-4.047104102911442e-11
1.738762e-05,-3.992946131779891e-11
1.762975e-05,-3.939527964068484e-11
1.787526e-05,-3.886839452163793e-11
1.812418e-05,-3.834870589959168e-11
1.837656e-05,-3.783611502316709e-11
1.863246e-05,-3.733052451542869e-11
1.889193e-05,-3.683183835026969e-11
1.915501e-05,-3.633996175604522e-11
1.942175e-05,-3.585480132950388e-11
1.96922e-05,-3.537626485002206e-11
1.996642e-05,-3.490426140948065e-11
2.024447e-05,-3.44387013378535e-11
2.052638e-05,-3.397949617008735e-11
2.081222e-05,-3.352655866292345e-11
2.110203e-05,-3.307980273081521e-11
2.139589e-05,-3.263914350815059e-11
2.169384e-05,-3.220449722673247e-11
2.199593e-05,-3.177578129245561e-11
2.230223e-05,-3.135291423896904e-11
2.26128e-05,-3.093581569959443e-11
2.292769e-05,-3.052440638163711e-11
2.324697e-05,-3.011860810552977e-11
2.357069e-05,-2.971834372595512e-11
2.389893e-05,-2.932353715828556e-11
2.423173e-05,-2.893411334126977e-11
2.456916e-05,-2.85499982373376e-11
2.49113e-05,-2.817111882004698e-11
2.52582e-05,-2.779740304031301e-11
2.560993e-05,-2.742877983747781e-11
2.596656e-05,-2.706517909652448e-11
2.632815e-05,-2.670653166894904e-11
2.669478e-05,-2.635276934095891e-11
2.706652e-05,-2.600382480483978e-11
2.744343e-05,-2.565963167821123e-11
2.782559e-05,-2.532012446596053e-11
2.821308e-05,-2.498523856053735e-11
2.860596e-05,-2.465491023227344e-11
2.90043e-05,-2.432907659529833e-11
2.94082e-05,-2.400767562435391e-11
2.981772e-05,-2.369064612916055e-11
3.023295e-05,-2.337792773116746e-11
3.065395e-05,-2.306946086413306e-11
3.108082e-05,-2.276518677311509e-11
3.151363e-05,-2.246504748467948e-11
3.195248e-05,-2.216898580021443e-11
3.239743e-05,-2.187694528887285e-11
3.284857e-05,-2.158887028015077e-11
3.3306e-05,-2.130470583164868e-11
3.37698e-05,-2.102439775418361e-11
3.424005999999999e-05,-2.074789256773427e-11
3.471687e-05,-2.04751375080369e-11
3.520031e-05,-2.020608051436777e-11
3.569048999999999e-05,-1.994067021788621e-11
3.61875e-05,-1.967885593566999e-11
3.669142e-05,-1.942058764415255e-11
3.720237e-05,-1.916581599485096e-11
3.772041999999999e-05,-1.891449228808088e-11
3.82457e-05,-1.866656846814588e-11
3.877828e-05,-1.842199710902678e-11
3.931829e-05,-1.818073142317886e-11
3.986581e-05,-1.794272522485566e-11
4.042096e-05,-1.770793294393079e-11
4.098384e-05,-1.747630960398697e-11
4.155455e-05,-1.724781082246025e-11
4.213322e-05,-1.702239279816473e-11
4.271994e-05,-1.680001230342856e-11
4.331483e-05,-1.658062667279588e-11
4.391801e-05,-1.636419379957659e-11
4.452958999999999e-05,-1.615067213540855e-11
4.514968e-05,-1.594002066205811e-11
4.577841e-05,-1.573219890258791e-11
4.641589e-05,-1.552716690132813e-11
4.706224999999999e-05,-1.532488523388157e-11
4.771761e-05,-1.512531497862111e-11
4.83821e-05,-1.492841772396807e-11
4.905584e-05,-1.473415555952508e-11
4.973896e-05,-1.454249106226114e-11
5.043159e-05,-1.435338730566595e-11
5.113387999999999e-05,-1.416680783528133e-11
5.184593999999999e-05,-1.398271667285425e-11
5.256791e-05,-1.380107831424937e-11
5.329994e-05,-1.362185771252348e-11
5.404216e-05,-1.344502028184015e-11
5.479471999999999e-05,-1.327053188877432e-11
5.555776e-05,-1.309835884663347e-11
5.633143e-05,-1.292846790798684e-11
5.711586e-05,-1.27608262726491e-11
5.791123e-05,-1.259540156315608e-11
5.871766e-05,-1.243216183958311e-11
5.953533e-05,-1.227107558251921e-11
6.036439e-05,-1.211211169532525e-11
6.120497999999999e-05,-1.195523949835037e-11
6.205729e-05,-1.180042872373227e-11
6.292145999999999e-05,-1.164764951944836e-11
6.379766999999999e-05,-1.149687243719579e-11
6.468608e-05,-1.134806843346383e-11
6.558686e-05,-1.120120886704112e-11
6.650018e-05,-1.105626549671062e-11
6.742622e-05,-1.091321047303454e-11
6.836516e-05,-1.077201634759869e-11
6.931717e-05,-1.063265606191826e-11
7.028243999999999e-05,-1.049510294494409e-11
7.126114999999999e-05,-1.035933071635165e-11
7.225348999999999e-05,-1.022531348257148e-11
7.325964999999999e-05,-1.009302573592577e-11
7.427982e-05,-9.962442348759744e-12
7.531419999999999e-05,-9.833538580704244e-12
7.636297999999999e-05,-9.706290067973727e-12
7.742637e-05,-9.580672827033637e-12
7.850455999999999e-05,-9.456663255360024e-12
7.959776999999999e-05,-9.334238124221886e-12
8.07062e-05,-9.213374582132231e-12
8.183007e-05,-9.094050152401334e-12
8.296959e-05,-8.97624273191268e-12
8.412497e-05,-8.859930588902785e-12
8.529645e-05,-8.745092362799001e-12
8.648423e-05,-8.631707061949241e-12
8.768855999999999e-05,-8.519754062331029e-12
8.890966e-05,-8.409213106136025e-12
9.014776e-05,-8.300064299333963e-12
9.140311e-05,-8.192288110053366e-12
9.267592999999999e-05,-8.085865365929082e-12
9.396647999999999e-05,-7.980777251360004e-12
9.5275e-05,-7.87700530698859e-12
9.660174999999999e-05,-7.774531422564467e-12
9.794696999999999e-05,-7.673337839902096e-12
9.931091999999999e-05,-7.573407143127254e-12
0.0001006939,-7.474722262330578e-12
0.0001020961,-7.377266453233666e-12
0.0001035178,-7.281023314538622e-12
0.0001049593,-7.185976779657291e-12
0.0001064209,-7.092111097912215e-12
0.0001079029,-6.99941082749266e-12
0.0001094055,-6.907860864629724e-12
0.000110929,-6.817446385258582e-12
0.0001124737,-6.728152891402571e-12
0.00011404,-6.639966160566903e-12
0.000115628,-6.552872277390122e-12
0.0001172382,-6.466857596118432e-12
0.0001188708,-6.381908748630119e-12
0.0001205261,-6.298012645125989e-12
0.0001222045,-6.215156444241722e-12
0.0001239062,-6.133327569210179e-12
0.0001256317,-6.052513683436033e-12
0.0001273811,-5.972702686570598e-12
0.000129155,-5.893882718832801e-12
0.0001309535,-5.816042142145605e-12
0.0001327771,-5.739169527120566e-12
0.0001346261,-5.663253661215352e-12
0.0001365008,-5.588283526957473e-12
0.0001384016,-5.514248309315543e-12
0.0001403289,-5.44113737098508e-12
0.000142283,-5.368940255967226e-12
0.0001442644,-5.297646677504701e-12
0.0001462733,-5.22724651733624e-12
0.0001483103,-5.157729814115764e-12
0.0001503755,-5.089086756062e-12
0.0001524696,-5.021307677185761e-12
0.0001545928,-4.954383053401471e-12
0.0001567455,-4.888303486446088e-12
0.0001589283,-4.823059710315728e-12
0.0001611414,-4.758642584699774e-12
0.0001633854,-4.695043074888825e-12
0.0001656606,-4.632252269741943e-12
0.0001679675,-4.570261359390128e-12
0.0001703065,-4.509061639205717e-12
0.0001726781,-4.448644502832087e-12
0.0001750827,-4.389001443363422e-12
0.0001775208,-4.330124044591647e-12
0.0001799929,-4.272003980381211e-12
0.0001824993,-4.214633011766263e-12
0.0001850407,-4.15800298441113e-12
0.0001876175,-4.102105830701708e-12
0.0001902301,-4.046933554824107e-12
0.0001928792,-3.992478252657316e-12
0.0001955651,-3.93873208917197e-12
0.0001982884,-3.885687312080872e-12
0.0002010496,-3.833336242972338e-12
0.0002038493,-3.781671280908347e-12
0.000206688,-3.730684900376e-12
0.0002095662,-3.680369656707923e-12
0.0002124845,-3.630718174146735e-12
0.0002154435,-3.581723158974918e-12
0.0002184436,-3.533377396679284e-12
0.0002214855,-3.485673748381936e-12
0.0002245698,-3.438605158824084e-12
0.000227697,-3.392164654808839e-12
0.0002308678,-3.346345342981219e-12
0.0002340827,-3.301140421048036e-12
0.0002373424,-3.256543173035306e-12
0.0002406475,-3.212546975164711e-12
0.0002439986,-3.169145297747724e-12
0.0002473964,-3.126331707614966e-12
0.0002508415,-3.084099875920792e-12
0.0002543346,-3.042443576301129e-12
0.0002578763,-3.001356693573018e-12
0.0002614673,-2.960833230050748e-12
0.0002651084,-2.920867305672583e-12
0.0002688001,-2.881453167993352e-12
0.0002725433,-2.842585200164245e-12
0.0002763385,-2.804257922433944e-12
0.0002801866999999999,-2.766466007976307e-12
0.0002840884,-2.72920428518784e-12
0.0002880444,-2.692467753018451e-12
0.0002920556,-2.656251587633562e-12
0.0002961225,-2.620551157918576e-12
0.0003002462,-2.585362037616846e-12
0.0003044272,-2.550680020037623e-12
0.0003086665,-2.516501136130234e-12
0.0003129648,-2.482821671174626e-12
0.0003173229999999999,-2.449638189206218e-12
0.0003217418,-2.416947551964193e-12
0.0003262222,-2.384746947623137e-12
0.000330765,-2.353033918663089e-12
0.0003353709999999999,-2.321806394653367e-12
0.0003400412,-2.291062727475765e-12
0.0003447764,-2.260801733489595e-12
0.0003495776,-2.231022737101393e-12
0.0003544456,-2.20172562050225e-12
0.0003593814,-2.172910882893883e-12
0.0003643859,-2.144579700732405e-12
0.0003694601,-2.116733998882461e-12
0.000374605,-2.089376527408977e-12
0.0003798215,-2.062510950765224e-12
0.0003851107,-2.03614194042714e-12
0.0003904735,-2.010275282834056e-12
0.000395911,-1.984917996058237e-12
0.0004014242,-1.960078454560527e-12
0.0004070142,-1.935766529573062e-12
0.0004126821,-1.911993736643461e-12
0.0004184289,-1.888773394099212e-12
0.0004242556,-1.866120787641858e-12
0.0004301635999999999,-1.84405334261601e-12
0.0004361537999999999,-1.822590793570225e-12
0.0004422274,-1.801755350396144e-12
0.0004483856,-1.781571849834541e-12
0.0004546295,-1.762067878018826e-12
0.0004609604,-1.743273856874754e-12
0.0004673795,-1.725223065396016e-12
0.0004738879999999999,-1.707951580265651e-12
0.000480487,-1.691498103368808e-12
0.0004871779999999999,-1.675903644270024e-12
0.0004939622,-1.661211023035021e-12
0.0005008408,-1.647464156000455e-12
0.0005078152,-1.634707090033287e-12
0.0005148867,-1.622982757669045e-12
0.0005220568,-1.612331441489363e-12
0.0005293266,-1.602788954054498e-12
0.0005366977000000001,-1.594384572422148e-12
0.0005441713999999999,-1.587138803278626e-12
0.0005517492,-1.581061089965119e-12
0.0005594326,-1.576147616785222e-12
0.0005672228999999999,-1.572379387309363e-12
0.0005751217,-1.569720765114653e-12
0.0005831304999999999,-1.568118647835363e-12
0.0005912508,-1.56750240366944e-12
0.0005994842999999999,-1.567784633620256e-12
0.0006078323,-1.568862747494036e-12
0.0006162966,-1.570621266315806e-12
0.0006248787999999999,-1.572934703256169e-12
0.0006335805,-1.575670835560331e-12
0.0006424034,-1.578694163451348e-12
0.0006513491,-1.581869356592385e-12
0.0006604194,-1.585064507777648e-12
0.0006696159999999999,-1.588154045850775e-12
0.0006789407,-1.591021196166699e-12
0.0006883952,-1.593559918827705e-12
0.0006979814,-1.595676294514795e-12
0.0007077011,-1.597289365182794e-12
0.0007175561,-1.598331467345399e-12
0.0007275484,-1.598748118698252e-12
0.0007376797999999999,-1.598497533355298e-12
0.0007479523,-1.597549847249928e-12
0.0007583678,-1.595886134976995e-12
0.0007689284,-1.593497293550685e-12
0.0007796359999999999,-1.590382859464343e-12
0.0007904927999999999,-1.58654981380757e-12
0.0008015007,-1.582011419324172e-12
0.0008126618999999999,-1.576786120512716e-12
0.0008239785999999999,-1.570896528933785e-12
0.0008354528,-1.564368506834132e-12
0.0008470868,-1.557230353637206e-12
0.0008588828999999999,-1.549512097595704e-12
0.0008708431,-1.541244886621317e-12
0.00088297,-1.532460473825377e-12
0.0008952657,-1.523190788465852e-12
0.0009077327,-1.513467584724237e-12
0.0009203732,-1.503322157473332e-12
0.0009331897999999999,-1.492785118329281e-12
0.0009461847999999999,-1.481886221646176e-12
0.0009593608,-1.470654234457756e-12
0.0009727202999999999,-1.459116842277959e-12
0.0009862657999999999,-1.447300585366792e-12
0.001,-1.435230819893446e-12
