kcgs_n X,kcgs_n Y
9.931092e-07,-1.045964122391587e-09
1e-06,-1.039962722327795e-09
1.006939e-06,-1.033998617517254e-09
1.020961e-06,-1.022181308369342e-09
1.035178e-06,-1.010510242440468e-09
1.049593e-06,-9.989834898602359e-10
1.064209e-06,-9.875991417794968e-10
1.079029e-06,-9.763553101935813e-10
1.094055e-06,-9.65250132173181e-10
1.10929e-06,-9.542837149297321e-10
1.124737e-06,-9.434501814750868e-10
1.1404e-06,-9.327498504622584e-10
1.15628e-06,-9.221809457812412e-10
1.172382e-06,-9.117417118119564e-10
1.188708e-06,-9.014304151645115e-10
1.205261e-06,-8.912453455387243e-10
1.222045e-06,-8.811848128788677e-10
1.239062e-06,-8.712471501233315e-10
1.256317e-06,-8.614307110294495e-10
1.273811e-06,-8.517338704872472e-10
1.29155e-06,-8.421550258337975e-10
1.309535e-06,-8.326925953463845e-10
1.327771e-06,-8.233450174374694e-10
1.346261e-06,-8.141107524142265e-10
1.365008e-06,-8.049882805862096e-10
1.384016e-06,-7.959761039029024e-10
1.403289e-06,-7.870727436697813e-10
1.42283e-06,-7.782767416865254e-10
1.442644e-06,-7.695866594589939e-10
1.462733e-06,-7.610010787652701e-10
1.483103e-06,-7.525186008748979e-10
1.503755e-06,-7.441378462538002e-10
1.524696e-06,-7.358574546760317e-10
1.545928e-06,-7.276760852897292e-10
1.567455e-06,-7.195924151595224e-10
1.589283e-06,-7.116051405259628e-10
1.611414e-06,-7.037129764426897e-10
1.633854e-06,-6.959146547175275e-10
1.656606e-06,-6.882089264797934e-10
1.679675e-06,-6.805945597772014e-10
1.703065e-06,-6.730703403541473e-10
1.726781e-06,-6.656350710510322e-10
1.750827e-06,-6.572519808886902e-10
1.775208e-06,-6.500667948512951e-10
1.799929e-06,-6.429619572214428e-10
1.824993e-06,-6.359366470026445e-10
1.850407e-06,-6.289900433262881e-10
1.876175e-06,-6.221213264034372e-10
1.902301e-06,-6.153296763349278e-10
1.928792e-06,-6.086142761504614e-10
1.955651e-06,-6.019743095716647e-10
1.982884e-06,-5.954089631881324e-10
2.010496e-06,-5.889174258099804e-10
2.038493e-06,-5.824988893110318e-10
2.06688e-06,-5.762033126407476e-10
2.095662e-06,-5.699265353078071e-10
2.124845e-06,-5.637204097234768e-10
2.154435e-06,-5.572536049967179e-10
2.184436e-06,-5.511851890377859e-10
2.214855e-06,-5.45185067868698e-10
2.245698e-06,-5.39252461690406e-10
2.27697e-06,-5.333865958715474e-10
2.308678e-06,-5.275867006472695e-10
2.340827e-06,-5.218520124704152e-10
2.373424e-06,-5.161817732964144e-10
2.406475e-06,-5.105752311604795e-10
2.439986e-06,-5.050316401979556e-10
2.473964e-06,-4.995502606759492e-10
2.508415e-06,-4.941303596555916e-10
2.543346e-06,-4.887712103574581e-10
2.578763e-06,-4.834720928109823e-10
2.614673e-06,-4.782322941320744e-10
2.651084e-06,-4.730511133638803e-10
2.688001e-06,-4.679278456279236e-10
2.725433e-06,-4.628617979947757e-10
2.763385e-06,-4.578522852244622e-10
2.801867e-06,-4.528986297402675e-10
2.840884e-06,-4.480001608017154e-10
2.880444e-06,-4.431562152481623e-10
2.920556e-06,-4.383661369569918e-10
2.961225e-06,-4.336292772993179e-10
3.002462e-06,-4.289449949684082e-10
3.044272e-06,-4.24312655939727e-10
3.086665e-06,-4.197316336478888e-10
3.129648e-06,-4.152013087184875e-10
3.17323e-06,-4.107210694455751e-10
3.217418e-06,-4.062903112051999e-10
3.262222e-06,-4.019084368171752e-10
3.30765e-06,-3.975748563789677e-10
3.35371e-06,-3.93288987300774e-10
3.400412e-06,-3.890502541499063e-10
3.447764e-06,-3.848580888605155e-10
3.495776e-06,-3.807119304793623e-10
3.544456e-06,-3.766112250232615e-10
3.593814e-06,-3.725554258367524e-10
3.643859e-06,-3.68543993177907e-10
3.694601e-06,-3.645763943173802e-10
3.74605e-06,-3.606521033140842e-10
3.798215e-06,-3.567706013286219e-10
3.851106999999999e-06,-3.529313760942306e-10
3.904735e-06,-3.491339221531465e-10
3.95911e-06,-3.45377740846274e-10
4.014242e-06,-3.416623398945857e-10
4.070141999999999e-06,-3.379872336805666e-10
4.126820999999999e-06,-3.343519430370942e-10
4.184289e-06,-3.307559952416845e-10
4.242556e-06,-3.271989237608813e-10
4.301636e-06,-3.236802684331671e-10
4.361538e-06,-3.201995751575682e-10
4.422274e-06,-3.167563959525853e-10
4.483856e-06,-3.133502889977614e-10
4.546295e-06,-3.099808181793939e-10
4.609604e-06,-3.066475534717125e-10
4.673795e-06,-3.033500704936307e-10
4.73888e-06,-3.000879506137409e-10
4.80487e-06,-2.964250533120926e-10
4.87178e-06,-2.93265229784149e-10
4.939621999999999e-06,-2.901373188406956e-10
5.008408e-06,-2.870410570241703e-10
5.078152e-06,-2.839761795576595e-10
5.148867e-06,-2.809424204183711e-10
5.220568e-06,-2.779395126708666e-10
5.293266e-06,-2.749671885730551e-10
5.366977e-06,-2.720251796083403e-10
5.441714e-06,-2.691132169564549e-10
5.517492e-06,-2.662310313161419e-10
5.594325999999999e-06,-2.633783532468298e-10
5.672229e-06,-2.605549132655905e-10
5.751216999999999e-06,-2.5776044205169e-10
5.831305e-06,-2.549946704332672e-10
5.912508e-06,-2.522573296907562e-10
5.994843e-06,-2.495481515395885e-10
6.078322999999999e-06,-2.468668683191834e-10
6.162966e-06,-2.442132131065717e-10
6.248788e-06,-2.415869198262739e-10
6.335804999999999e-06,-2.389877233267239e-10
6.424033999999999e-06,-2.364153595432725e-10
6.513491e-06,-2.338695654516721e-10
6.604194e-06,-2.313500793397325e-10
6.696159999999999e-06,-2.288566407553397e-10
6.789407e-06,-2.263889906791468e-10
6.883951999999999e-06,-2.239468715277634e-10
6.979814e-06,-2.215300272634136e-10
7.077010999999999e-06,-2.191382034462965e-10
7.175561e-06,-2.167711472858804e-10
7.275484e-06,-2.144286077601844e-10
7.376798e-06,-2.121379980192164e-10
7.479523e-06,-2.098410763861664e-10
7.583678e-06,-2.075681671462763e-10
7.689283999999999e-06,-2.053190073089881e-10
7.796359999999999e-06,-2.030933372849029e-10
7.904927999999999e-06,-2.008909007059789e-10
8.015006999999999e-06,-1.987114445396125e-10
8.126619e-06,-1.965547189144153e-10
8.239786e-06,-1.944204770768551e-10
8.354527999999999e-06,-1.923084754585221e-10
8.470868e-06,-1.902184734449525e-10
8.588829000000001e-06,-1.881502335358962e-10
8.708430999999999e-06,-1.861035211404122e-10
8.829700000000001e-06,-1.840781046103723e-10
8.952657000000001e-06,-1.820737551360739e-10
9.077326999999999e-06,-1.800902468093505e-10
9.203732000000001e-06,-1.781273564586209e-10
9.331898000000001e-06,-1.761848637123742e-10
9.461847999999999e-06,-1.742625508742763e-10
9.593607999999999e-06,-1.723602029399477e-10
9.727202999999999e-06,-1.704776075239702e-10
9.862658e-06,-1.686145548338538e-10
9.999999999999999e-06,-1.667708376438428e-10
1.013925e-05,-1.649462511908899e-10
1.028045e-05,-1.631405934227492e-10
1.042361e-05,-1.613536643438444e-10
1.056876e-05,-1.595852667012658e-10
1.071593e-05,-1.578352053852377e-10
1.086516e-05,-1.561032878266807e-10
1.101646e-05,-1.543893236645569e-10
1.116987e-05,-1.526931248928219e-10
1.132541e-05,-1.510145054505599e-10
1.148312e-05,-1.493532818035966e-10
1.164303e-05,-1.477092726291824e-10
1.180517e-05,-1.460822984409575e-10
1.196956e-05,-1.44472182231984e-10
1.213624e-05,-1.428787487026381e-10
1.230524e-05,-1.413018248839198e-10
1.24766e-05,-1.397412396816738e-10
1.265034e-05,-1.381968242714206e-10
1.28265e-05,-1.366684113205858e-10
1.300511e-05,-1.351558359905838e-10
1.318621e-05,-1.336589349180373e-10
1.336984e-05,-1.321775467696599e-10
1.355602e-05,-1.307115122516869e-10
1.374479e-05,-1.292606735826129e-10
1.393619e-05,-1.27824875149313e-10
1.413026e-05,-1.264039627670028e-10
1.432703e-05,-1.249977843815305e-10
1.452654e-05,-1.236061892930676e-10
1.472883e-05,-1.222290288310706e-10
1.493393e-05,-1.208661558827291e-10
1.514189e-05,-1.195174249968176e-10
1.535275e-05,-1.181826923463829e-10
1.556654e-05,-1.168618158777e-10
1.578331e-05,-1.155546548996486e-10
1.60031e-05,-1.142610705427092e-10
1.622595e-05,-1.129809253573433e-10
1.645191e-05,-1.117140834090844e-10
1.668101e-05,-1.104604104131589e-10
1.69133e-05,-1.092197734257558e-10
1.714882e-05,-1.079920410916129e-10
1.738762e-05,-1.067770835034728e-10
1.762975e-05,-1.055747721279702e-10
1.787526e-05,-1.043849798839882e-10
1.812418e-05,-1.032075811616843e-10
1.837656e-05,-1.020424516086339e-10
1.863246e-05,-1.008894683004448e-10
1.889193e-05,-9.974850971231258e-11
1.915501e-05,-9.861945552276725e-11
1.942175e-05,-9.750218689872316e-11
1.96922e-05,-9.639658609261645e-11
1.996642e-05,-9.53025367645031e-11
2.024447e-05,-9.421992383469674e-11
2.052638e-05,-9.314863343001748e-11
2.081222e-05,-9.208855294611695e-11
2.110203e-05,-9.103957092076535e-11
2.139589e-05,-9.000157720270787e-11
2.169384e-05,-8.897446268652754e-11
2.199593e-05,-8.795811951539995e-11
2.230223e-05,-8.695244099474138e-11
2.26128e-05,-8.595732154782408e-11
2.292769e-05,-8.497265667627204e-11
2.324697e-05,-8.399834307572707e-11
2.357069e-05,-8.303427846900169e-11
2.389893e-05,-8.208036169090779e-11
2.423173e-05,-8.113649261993995e-11
2.456916e-05,-8.020257220024236e-11
2.49113e-05,-7.927850243258555e-11
2.52582e-05,-7.836418631315024e-11
2.560993e-05,-7.745952788137065e-11
2.596656e-05,-7.656443213586143e-11
2.632815e-05,-7.567880510618672e-11
2.669478e-05,-7.480255379528056e-11
2.706652e-05,-7.393558612863403e-11
2.744343e-05,-7.307781102205274e-11
2.782559e-05,-7.222913830712263e-11
2.821308e-05,-7.138947875159943e-11
2.860596e-05,-7.055874405499744e-11
2.90043e-05,-6.973684678242682e-11
2.94082e-05,-6.892370042613063e-11
2.981772e-05,-6.811921936023373e-11
3.023295e-05,-6.732331880068753e-11
3.065395e-05,-6.653591482537647e-11
3.108082e-05,-6.575692439045406e-11
3.151363e-05,-6.498626527289416e-11
3.195248e-05,-6.422385607156294e-11
3.239743e-05,-6.346961620727321e-11
3.284857e-05,-6.272346592184522e-11
3.3306e-05,-6.1985326212515e-11
3.37698e-05,-6.125511891475119e-11
3.424005999999999e-05,-6.053276660547396e-11
3.471687e-05,-5.981819263741508e-11
3.520031e-05,-5.911132112449024e-11
3.569048999999999e-05,-5.841207692830696e-11
3.61875e-05,-5.772038565942144e-11
3.669142e-05,-5.703617362387139e-11
3.720237e-05,-5.635936788121322e-11
3.772041999999999e-05,-5.56898961913594e-11
3.82457e-05,-5.502768701785761e-11
3.877828e-05,-5.437266950562636e-11
3.931829e-05,-5.372477352035432e-11
3.986581e-05,-5.308392956578997e-11
4.042096e-05,-5.245006883608691e-11
4.098384e-05,-5.182312317198842e-11
4.155455e-05,-5.120302507610703e-11
4.213322e-05,-5.058970769389931e-11
4.271994e-05,-4.998310480678043e-11
4.331483e-05,-4.938315081554449e-11
4.391801e-05,-4.878978074490923e-11
4.452958999999999e-05,-4.820293025620804e-11
4.514968e-05,-4.762253558350299e-11
4.577841e-05,-4.704853357738242e-11
4.641589e-05,-4.648086166272441e-11
4.706224999999999e-05,-4.591945787905554e-11
4.771761e-05,-4.536426081400062e-11
4.83821e-05,-4.481520963541136e-11
4.905584e-05,-4.427224407852096e-11
4.973896e-05,-4.373530441875703e-11
5.043159e-05,-4.320433150845876e-11
5.113387999999999e-05,-4.267926671908089e-11
5.184593999999999e-05,-4.216005196310599e-11
5.256791e-05,-4.164662969828902e-11
5.329994e-05,-4.113894288953643e-11
5.404216e-05,-4.063693502917247e-11
5.479471999999999e-05,-4.014055012120896e-11
5.555776e-05,-3.964973267365761e-11
5.633143e-05,-3.916442768525274e-11
5.711586e-05,-3.868458067591284e-11
5.791123e-05,-3.821013762386219e-11
5.871766e-05,-3.774104501476697e-11
5.953533e-05,-3.72772497992858e-11
6.036439e-05,-3.681869940540169e-11
6.120497999999999e-05,-3.63653417272343e-11
6.205729e-05,-3.591712511500857e-11
6.292145999999999e-05,-3.547399839137224e-11
6.379766999999999e-05,-3.503591082045094e-11
6.468608e-05,-3.460281211462285e-11
6.558686e-05,-3.417465243056383e-11
6.650018e-05,-3.3751382365432e-11
6.742622e-05,-3.333295293534431e-11
6.836516e-05,-3.291931560448999e-11
6.931717e-05,-3.25104222544647e-11
7.028243999999999e-05,-3.210622517830602e-11
7.126114999999999e-05,-3.170667709122101e-11
7.225348999999999e-05,-3.131173111974902e-11
7.325964999999999e-05,-3.092134079977821e-11
7.427982e-05,-3.053546005955352e-11
7.531419999999999e-05,-3.015404324127674e-11
7.636297999999999e-05,-2.977704506950812e-11
7.742637e-05,-2.940442066190491e-11
7.850455999999999e-05,-2.90361255313829e-11
7.959776999999999e-05,-2.867211556458334e-11
8.07062e-05,-2.831234703204774e-11
8.183007e-05,-2.795677658100484e-11
8.296959e-05,-2.760536123195435e-11
8.412497e-05,-2.725805837249331e-11
8.529645e-05,-2.691482575756158e-11
8.648423e-05,-2.657562150374394e-11
8.768855999999999e-05,-2.624040408689117e-11
8.890966e-05,-2.590913233983071e-11
9.014776e-05,-2.558176544754137e-11
9.140311e-05,-2.525826294534036e-11
9.267592999999999e-05,-2.493858471460278e-11
9.396647999999999e-05,-2.462269097887964e-11
9.5275e-05,-2.43105423074265e-11
9.660174999999999e-05,-2.400209959960333e-11
9.794696999999999e-05,-2.369732410044417e-11
9.931091999999999e-05,-2.339617737881411e-11
0.0001006939,-2.309862134680677e-11
0.0001020961,-2.280461820771449e-11
0.0001035178,-2.251413051852072e-11
0.0001049593,-2.222712117611465e-11
0.0001064209,-2.194355337256025e-11
0.0001079029,-2.16633905866968e-11
0.0001094055,-2.138659668615252e-11
0.000110929,-2.111313576572495e-11
0.0001124737,-2.084297230315449e-11
0.00011404,-2.057607102243264e-11
0.000115628,-2.031239700667893e-11
0.0001172382,-2.005191560241573e-11
0.0001188708,-1.979459246233165e-11
0.0001205261,-1.954039356648698e-11
0.0001222045,-1.928928515139427e-11
0.0001239062,-1.904123377906086e-11
0.0001256317,-1.879620628343306e-11
0.0001273811,-1.855416977924591e-11
0.000129155,-1.831509169612297e-11
0.0001309535,-1.807893974250894e-11
0.0001327771,-1.784568188736154e-11
0.0001346261,-1.761528640606184e-11
0.0001365008,-1.738772183539255e-11
0.0001384016,-1.716295701677472e-11
0.0001403289,-1.694096104184656e-11
0.000142283,-1.672170328357082e-11
0.0001442644,-1.65051533794379e-11
0.0001462733,-1.629128124855249e-11
0.0001483103,-1.608005707526028e-11
0.0001503755,-1.587145130500472e-11
0.0001524696,-1.566543465038877e-11
0.0001545928,-1.546197809617606e-11
0.0001567455,-1.526105286646194e-11
0.0001589283,-1.506263045949857e-11
0.0001611414,-1.486668264217364e-11
0.0001633854,-1.467318140246889e-11
0.0001656606,-1.448209901681002e-11
0.0001679675,-1.429340799403701e-11
0.0001703065,-1.410708109836705e-11
0.0001726781,-1.392309133815276e-11
0.0001750827,-1.374141197853149e-11
0.0001775208,-1.356201652290502e-11
0.0001799929,-1.338487871824737e-11
0.0001824993,-1.320997255256478e-11
0.0001850407,-1.303727225255694e-11
0.0001876175,-1.286675229451129e-11
0.0001902301,-1.269838736241449e-11
0.0001928792,-1.253215241140571e-11
0.0001955651,-1.236802260071987e-11
0.0001982884,-1.220597333641265e-11
0.0002010496,-1.204598024452455e-11
0.0002038493,-1.188801918148279e-11
0.000206688,-1.173206622644579e-11
0.0002095662,-1.157809769568789e-11
0.0002124845,-1.142609010307971e-11
0.0002154435,-1.127602019645295e-11
0.0002184436,-1.112786494433057e-11
0.0002214855,-1.098160151955934e-11
0.0002245698,-1.083720731751607e-11
0.000227697,-1.069465994423273e-11
0.0002308678,-1.055393720157231e-11
0.0002340827,-1.041501711275447e-11
0.0002373424,-1.027787789791838e-11
0.0002406475,-1.014249798126884e-11
0.0002439986,-1.000885598490615e-11
0.0002473964,-9.87693072312431e-12
0.0002508415,-9.746701212016736e-12
0.0002543346,-9.618146647987107e-12
0.0002578763,-9.491246417249444e-12
0.0002614673,-9.365980096375968e-12
0.0002651084,-9.242327431900045e-12
0.0002688001,-9.120268348393198e-12
0.0002725433,-8.999782948143612e-12
0.0002763385,-8.88085148827421e-12
0.0002801866999999999,-8.763454399515254e-12
0.0002840884,-8.647572259948074e-12
0.0002880444,-8.533185805761191e-12
0.0002920556,-8.420275911215297e-12
0.0002961225,-8.30882359178396e-12
0.0003002462,-8.198809991963966e-12
0.0003044272,-8.090216375612974e-12
0.0003086665,-7.983024120663557e-12
0.0003129648,-7.877214702571579e-12
0.0003173229999999999,-7.772769694229409e-12
0.0003217418,-7.669670739895441e-12
0.0003262222,-7.567899549972328e-12
0.000330765,-7.467437881966162e-12
0.0003353709999999999,-7.368267524416137e-12
0.0003400412,-7.270370274438408e-12
0.0003447764,-7.173727921478265e-12
0.0003495776,-7.078322217776157e-12
0.0003544456,-6.98413484855023e-12
0.0003593814,-6.891147410382584e-12
0.0003643859,-6.799341368144879e-12
0.0003694601,-6.708698019569978e-12
0.000374605,-6.619198447743874e-12
0.0003798215,-6.530823480680471e-12
0.0003851107,-6.443553625917749e-12
0.0003904735,-6.357369016256947e-12
0.000395911,-6.272249342966302e-12
0.0004014242,-6.188173772350832e-12
0.0004070142,-6.105120870365593e-12
0.0004126821,-6.023068507945011e-12
0.0004184289,-5.941993762826975e-12
0.0004242556,-5.861872807873259e-12
0.0004301635999999999,-5.782680802214181e-12
0.0004361537999999999,-5.704391765645219e-12
0.0004422274,-5.626978458169677e-12
0.0004483856,-5.55041225953595e-12
0.0004546295,-5.474663043173002e-12
0.0004609604,-5.3996990815128e-12
0.0004673795,-5.325486954761962e-12
0.0004738879999999999,-5.251991506044674e-12
0.000480487,-5.17917584183917e-12
0.0004871779999999999,-5.107001397430698e-12
0.0004939622,-5.035428092757622e-12
0.0005008408,-4.964414599162751e-12
0.0005078152,-4.89391874051762e-12
0.0005148867,-4.823898047437487e-12
0.0005220568,-4.754310490133301e-12
0.0005293266,-4.68511538574984e-12
0.0005366977000000001,-4.616274476380526e-12
0.0005441713999999999,-4.547753163522615e-12
0.0005517492,-4.47952182492935e-12
0.0005594326,-4.411557169313881e-12
0.0005672228999999999,-4.343843519312079e-12
0.0005751217,-4.276373927182777e-12
0.0005831304999999999,-4.209151011617021e-12
0.0005912508,-4.142187438988807e-12
0.0005994842999999999,-4.075505971826715e-12
0.0006078323,-4.009139072422022e-12
0.0006162966,-3.943128069944641e-12
0.0006248787999999999,-3.8775219444177e-12
0.0006335805,-3.812375806520384e-12
0.0006424034,-3.747749173375306e-12
0.0006513491,-3.683704136928677e-12
0.0006604194,-3.620303539915975e-12
0.0006696159999999999,-3.557609235398209e-12
0.0006789407,-3.495680520543124e-12
0.0006883952,-3.434572792700672e-12
0.0006979814,-3.374336471844096e-12
0.0007077011,-3.315016201707325e-12
0.0007175561,-3.25665032863421e-12
0.0007275484,-3.199270641906089e-12
0.0007376797999999999,-3.142902340248221e-12
0.0007479523,-3.087564197765919e-12
0.0007583678,-3.033268877420961e-12
0.0007689284,-2.98002336253004e-12
0.0007796359999999999,-2.927829465383896e-12
0.0007904927999999999,-2.876684375441345e-12
0.0008015007,-2.826581230800802e-12
0.0008126618999999999,-2.777509677293116e-12
0.0008239785999999999,-2.729456408437376e-12
0.0008354528,-2.682405673867639e-12
0.0008470868,-2.636339739574039e-12
0.0008588828999999999,-2.591239311353613e-12
0.0008708431,-2.547083903257485e-12
0.00088297,-2.503852165113276e-12
0.0008952657,-2.461522162933259e-12
0.0009077327,-2.420071621802663e-12
0.0009203732,-2.379478126406744e-12
0.0009331897999999999,-2.339719292650161e-12
0.0009461847999999999,-2.300772905443157e-12
0.0009593608,-2.262617033209754e-12
0.0009727202999999999,-2.225230117828069e-12
0.0009862657999999999,-2.188591045978136e-12
0.001,-2.152679203817821e-12
